,ID,Count
0,18288,411.7163898335043
1,18289,328.5712189835623
2,18290,278.07245365389844
3,18291,229.76133405497484
4,18292,193.3908092138043
5,18293,173.1166743647026
6,18294,186.1474337173733
7,18295,215.88185595726796
8,18296,248.6014268866012
9,18297,321.24736153717106
10,18298,455.9741457707888
11,18299,505.5071277009287
12,18300,510.8628356437446
13,18301,451.81835053647285
14,18302,483.10387944833104
15,18303,477.00188433315566
16,18304,464.8271602664272
17,18305,475.65564080654616
18,18306,487.3621062553235
19,18307,517.1404277406514
20,18308,496.9540913824151
21,18309,463.8540603259969
22,18310,465.5368647342587
23,18311,454.5327872124083
24,18312,392.346798761554
25,18313,313.11327194313105
26,18314,264.99026929434933
27,18315,218.9519924919869
28,18316,184.292553754361
29,18317,164.97223495694357
30,18318,177.3899497812672
31,18319,205.7254877071797
32,18320,236.9057351492766
33,18321,306.1339723703363
34,18322,434.5224062698822
35,18323,481.72506172225155
36,18324,486.8288052659938
37,18325,430.56212439441026
38,18326,460.37579569637967
39,18327,454.56087477359137
40,18328,442.95892223699724
41,18329,453.27796656041016
42,18330,464.43369015328904
43,18331,492.8110620426751
44,18332,473.5744111722038
45,18333,442.0316027133386
46,18334,443.635237979815
47,18335,433.1488578025092
48,18336,377.9199663481173
49,18337,301.5999049040599
50,18338,255.24641457610448
51,18339,210.9009934466508
52,18340,177.51600352774815
53,18341,158.90610470149988
54,18342,170.86721253605367
55,18343,198.16083535448453
56,18344,228.19456597555342
57,18345,294.8772384569022
58,18346,418.5447509024208
59,18347,464.01173576481705
60,18348,468.9278115283731
61,18349,414.73009102031733
62,18350,443.4474953440408
63,18351,437.84639262982535
64,18352,426.6710510033812
65,18353,436.6106577384395
66,18354,447.3561785330973
67,18355,474.6900970545083
68,18356,456.16078963421967
69,18357,425.7778295873247
70,18358,427.32249820155675
71,18359,417.2217086545788
72,18360,262.62693716599375
73,18361,209.59003579489712
74,18362,177.37772558165273
75,18363,146.56087766249124
76,18364,123.36073363611658
77,18365,110.42820515148878
78,18366,118.7403066423305
79,18367,137.70739280672117
80,18368,158.5786549443088
81,18369,204.91827072340237
82,18370,290.8582128078245
83,18371,322.4544660885641
84,18372,325.8707818051819
85,18373,288.2073011588644
86,18374,308.1638120936419
87,18375,304.2714523837251
88,18376,296.5054013557856
89,18377,303.412706356597
90,18378,310.8800631142311
91,18379,329.87515186646317
92,18380,316.99862855751735
93,18381,295.8846773253068
94,18382,296.9581098592168
95,18383,289.93879450704094
96,18384,261.6742779210166
97,18385,208.82976387683067
98,18386,176.73430136952942
99,18387,146.02923922294727
100,18388,122.91325195493877
101,18389,110.0276352340271
102,18390,118.30958520874523
103,18391,137.20786971029142
104,18392,158.00342293148117
105,18393,204.1749452779017
106,18394,289.8031467571026
107,18395,321.28478703157816
108,18396,324.6887103227032
109,18397,287.16185108857945
110,18398,307.0459712973916
111,18399,303.16773082635575
112,18400,295.42985055800614
113,18401,302.31209983514395
114,18402,309.7523693239416
115,18403,328.67855483607093
116,18404,315.8487401363249
117,18405,294.8113781567494
118,18406,295.88091689576413
119,18407,288.88706357629457
120,18408,410.1424352923078
121,18409,327.31512091461053
122,18410,277.0094077999619
123,18411,228.88297724417737
124,18412,192.651493631758
125,18413,172.45486496750237
126,18414,185.43580890508434
127,18415,215.05655913660146
128,18416,247.6510461039602
129,18417,320.01926191319615
130,18418,454.2309978293275
131,18419,503.5746196470865
132,18420,508.9098532025666
133,18421,450.0910898245289
134,18422,481.257016987415
135,18423,475.17834924797467
136,18424,463.050168050818
137,18425,473.83725228867354
138,18426,485.49896497824716
139,18427,515.1634466323504
140,18428,495.05428081326613
141,18429,462.08078818349657
142,18430,463.75715938262283
143,18431,452.79514945442395
144,18432,400.49518485194346
145,18433,319.61611034495104
146,18434,270.4936735051708
147,18435,223.49925877711098
148,18436,188.12000152840807
149,18437,168.39843205824982
150,18438,181.07404202806296
151,18439,209.99806163352025
152,18440,241.825870608817
153,18441,312.49186240571333
154,18442,443.54670911213356
155,18443,491.72968468520116
156,18444,496.9394244369717
157,18445,439.5041788129456
158,18446,469.9370301497904
159,18447,464.00134305556014
160,18448,452.1584373903336
161,18449,462.69179098680894
162,18450,474.07920028029605
163,18451,503.0459226706041
164,18452,483.4097587701466
165,18453,451.2118589928118
166,18454,452.84879907875063
167,18455,442.14463434287313
168,18456,415.43046918074265
169,18457,331.53524861332096
170,18458,280.58093566397696
171,18459,231.83400312202997
172,18460,195.13538103115934
173,18461,174.67835391110233
174,18462,187.8266632942932
175,18463,217.82931873128726
176,18464,250.84405178105072
177,18465,324.1453229016009
178,18466,460.08747280731217
179,18467,510.0672900584074
180,18468,515.4713116577875
181,18469,455.8941882875748
182,18470,487.46194287630226
183,18471,481.3049018737301
184,18472,469.02035004126014
185,18473,479.94651393071643
186,18474,491.7585830003991
187,18475,521.8055336964047
188,18476,501.43709709436996
189,18477,468.03847179984206
190,18478,469.73645672860897
191,18479,458.6331118031077
192,18480,396.0608781087923
193,18481,316.0773015728897
194,18482,267.4987513044279
195,18483,221.024661559042
196,18484,186.03712557171608
197,18485,166.53391450334328
198,18486,179.06917935818714
199,18487,207.672950481199
200,18488,239.14836004372614
201,18489,309.03193373476614
202,18490,438.63573330640554
203,18491,486.28522407973026
204,18492,491.4372812800367
205,18493,434.63796214551223
206,18494,464.7338591243509
207,18495,458.8638923141658
208,18496,447.1521120118302
209,18497,457.56883968458044
210,18498,468.83016689836467
211,18499,497.4761679984284
212,18500,478.05741688415867
213,18501,446.2160141871839
214,18502,447.83482997416536
215,18503,437.24918239320857
216,18504,381.6340456953556
217,18505,304.5639345338185
218,18506,257.75489658618307
219,18507,212.97366251370593
220,18508,179.26057534510323
221,18509,160.46778424789966
222,18510,172.54644211297358
223,18511,200.10829812850383
224,18512,230.43719087000295
225,18513,297.775199821332
226,18514,422.6580779389442
227,18515,468.5718981222958
228,18516,473.53628754241606
229,18517,418.8059287714193
230,18518,447.80555877201203
231,18519,442.14941017039973
232,18520,430.86424077821414
233,18521,440.9015308626098
234,18522,451.7526552781728
235,18523,479.35520301026173
236,18524,460.64379534617444
237,18525,429.96224106116983
238,18526,431.522090195907
239,18527,421.32203324527813
240,18528,266.3410165132321
241,18529,212.5540654246558
242,18530,179.8862075917313
243,18531,148.63354672954637
244,18532,125.10530545347163
245,18533,111.98988469788854
246,18534,120.4195362192504
247,18535,139.6548555807405
248,18536,160.82127983875833
249,18537,207.8162320878322
250,18538,294.97153984434783
251,18539,327.01462844604293
252,18540,330.4792578192248
253,18541,292.2831389099664
254,18542,312.5218755216132
255,18543,308.5744699242995
256,18544,300.6985911306185
257,18545,307.70357948076736
258,18546,315.27653985930675
259,18547,334.5402578222165
260,18548,321.4816342694722
261,18549,300.069088799152
262,18550,301.1577018535671
263,18551,294.03911909774035
264,18552,265.38835726825494
265,18553,211.79379350658934
266,18554,179.24278337960797
267,18555,148.1019082900024
268,18556,124.65782377229385
269,18557,111.58931478042683
270,18558,119.98881478566517
271,18559,139.15533248431072
272,18560,160.24604782593073
273,18561,207.07290664233153
274,18562,293.9164737936259
275,18563,325.84494938905686
276,18564,329.2971863367461
277,18565,291.2376888396814
278,18566,311.40403472536286
279,18567,307.4707483669302
280,18568,299.6230403328391
281,18569,306.60297295931423
282,18570,314.14884606901717
283,18571,333.3436607918243
284,18572,320.33174584827975
285,18573,298.99578963059463
286,18574,300.08050889011446
287,18575,292.9873881669939
288,18576,413.85651463954605
289,18577,330.27915054436914
290,18578,279.51788981004046
291,18579,230.9556463112325
292,18580,194.39606544911308
293,18581,174.0165445139021
294,18582,187.11503848200428
295,18583,217.00402191062076
296,18584,249.8936709984097
297,18585,322.91722327762596
298,18586,458.3443248658508
299,18587,508.1347820045652
300,18588,513.5183292166095
301,18589,454.1669275756309
302,18590,485.6150804153863
303,18591,479.48136678854905
304,18592,467.24335782565095
305,18593,478.1281254128438
306,18594,489.89544172332273
307,18595,519.8285525881038
308,18596,499.5372865252209
309,18597,466.2651996573418
310,18598,467.9567513769731
311,18599,456.89547404512336
312,18600,404.2092641991819
313,18601,322.58013997470977
314,18602,273.0021555152494
315,18603,225.57192784416617
316,18604,189.86457334576315
317,18605,169.9601116046496
318,18606,182.7532716049829
319,18607,211.94552440753958
320,18608,244.06849550326655
321,18609,315.38982377014315
322,18610,447.6600361486569
323,18611,496.28984704268004
324,18612,501.5479004510147
325,18613,443.5800165640477
326,18614,474.2950935777617
327,18615,468.30436059613464
328,18616,456.3516271651666
329,18617,466.9826641109794
330,18618,478.4756770253717
331,18619,507.7110286263576
332,18620,487.8927644821015
333,18621,455.39627046665703
334,18622,457.048391073101
335,18623,446.2449589335726
336,18624,419.144548527981
337,18625,334.49927824307963
338,18626,283.08941767405554
339,18627,233.90667218908504
340,18628,196.8799528485144
341,18629,176.24003345750208
342,18630,189.50589287121312
343,18631,219.7767815053066
344,18632,253.08667667550026
345,18633,327.0432842660307
346,18634,464.20079984383545
347,18635,514.6274524158862
348,18636,520.0797876718303
349,18637,459.9700260386768
350,18638,491.82000630427365
351,18639,485.60791941430455
352,18640,473.2135398160931
353,18641,484.23738705488677
354,18642,496.1550597454747
355,18643,526.4706396521581
356,18644,505.92010280632473
357,18645,472.22288327368733
358,18646,473.9360487229593
359,18647,462.7334363938071
360,18648,399.7749574560306
